period,game_clock,team_id,hull_area,game
1,651.92,1610612761,560.1132234292,01.01.2016.CHA.at.TOR
1,651.4,1610612761,544.6322746940001,01.01.2016.CHA.at.TOR
1,651.2,1610612761,525.9000514881,01.01.2016.CHA.at.TOR
1,651.0,1610612761,512.2031190308501,01.01.2016.CHA.at.TOR
1,650.8,1610612761,496.6781614797,01.01.2016.CHA.at.TOR
1,650.6,1610612761,482.4715965723,01.01.2016.CHA.at.TOR
1,650.4,1610612761,472.3946327411,01.01.2016.CHA.at.TOR
1,650.2,1610612761,463.7493468555999,01.01.2016.CHA.at.TOR
1,650.0,1610612761,454.0451453514,01.01.2016.CHA.at.TOR
1,649.8,1610612761,440.1529653482499,01.01.2016.CHA.at.TOR
1,649.6,1610612761,425.89904261340007,01.01.2016.CHA.at.TOR
1,649.4,1610612761,422.5203045865499,01.01.2016.CHA.at.TOR
1,649.2,1610612761,439.8981721373,01.01.2016.CHA.at.TOR
1,649.0,1610612761,461.35714489015004,01.01.2016.CHA.at.TOR
1,648.8,1610612761,486.0840228378,01.01.2016.CHA.at.TOR
1,648.6,1610612761,508.69827176265005,01.01.2016.CHA.at.TOR
1,648.4,1610612761,533.6619771106,01.01.2016.CHA.at.TOR
1,648.2,1610612761,548.80697160855,01.01.2016.CHA.at.TOR
1,648.0,1610612761,550.3182826390499,01.01.2016.CHA.at.TOR
1,647.8,1610612761,540.94374915105,01.01.2016.CHA.at.TOR
1,647.6,1610612761,527.6717406701499,01.01.2016.CHA.at.TOR
1,647.4,1610612761,512.9741943236501,01.01.2016.CHA.at.TOR
1,647.2,1610612761,503.07203738955,01.01.2016.CHA.at.TOR
1,647.0,1610612761,500.88860301209996,01.01.2016.CHA.at.TOR
1,646.8,1610612761,515.23006813655,01.01.2016.CHA.at.TOR
1,646.6,1610612761,537.3858579603999,01.01.2016.CHA.at.TOR
1,646.4,1610612761,564.4988111126,01.01.2016.CHA.at.TOR
1,646.2,1610612761,596.8173562565001,01.01.2016.CHA.at.TOR
1,646.0,1610612761,629.53576172105,01.01.2016.CHA.at.TOR
1,645.8,1610612761,659.87918581635,01.01.2016.CHA.at.TOR
1,645.32,1610612761,685.4830591552499,01.01.2016.CHA.at.TOR
1,645.12,1610612761,679.92819724755,01.01.2016.CHA.at.TOR
1,644.92,1610612761,657.7605334693501,01.01.2016.CHA.at.TOR
1,644.72,1610612761,619.0076615876,01.01.2016.CHA.at.TOR
1,644.52,1610612761,576.1744194496001,01.01.2016.CHA.at.TOR
